prevalence_rate,work_rate,sensitivity,specificity,fix_rate,break_rate,tot,Pinit,Ninit,PWinit,NWinit,TP1,FP1,TN1,FN1,Pinfix,Ninfix,PWinfix,NWinfix,Poutfix,Noutfix,PWoutfix,NWoutfix,TP2,FP2,TN2,FN2,Pout,Nout,PWout,NWout,TPout,FPout,TNout,FNout,Accuracy,Precision,Sensitivity
0.5,0,0.0008282167361853799,0.9999993140570379,1,0,10000,2912,7088,2037,4996,2,0,7088,2910,2,0,1,0,2910,7090,2036,4997,0,0,2,0,2910,7090,2036,4997,0,0,7090,2910,0.709,err,0.0
0.5,0,0.001459988340086841,0.9999978684340468,1,0,10000,2912,7088,2037,4996,7,0,7088,2905,7,0,4,0,2905,7095,2033,5000,0,0,7,0,2905,7095,2033,5000,0,0,7095,2905,0.7095,err,0.0
0.5,0,0.0006762919763789628,0.9999995426291627,1,0,10000,2912,7088,2037,4996,0,0,7088,2912,0,0,0,0,2912,7088,2037,4996,0,0,0,0,2912,7088,2037,4996,0,0,7088,2912,0.7088,err,0.0
0.5,0,0.002814863355434592,0.9999920765442902,1,0,10000,2912,7088,2037,4996,10,0,7088,2902,10,0,9,0,2902,7098,2028,5005,0,0,10,0,2902,7098,2028,5005,0,0,7098,2902,0.7098,err,0.0
0.5,0,0.000662406062866678,0.9999995612182079,1,0,10000,2912,7088,2037,4996,2,0,7088,2910,2,0,1,0,2910,7090,2036,4997,0,0,2,0,2910,7090,2036,4997,0,0,7090,2910,0.709,err,0.0
0.5,0,0.0018050656357168997,0.9999967417380508,1,0,10000,2912,7088,2037,4996,8,0,7088,2904,8,0,5,0,2904,7096,2032,5001,0,0,8,0,2904,7096,2032,5001,0,0,7096,2904,0.7096,err,0.0
0.5,0,0.0012093125395034785,0.9999985375631818,1,0,10000,2912,7088,2037,4996,1,0,7088,2911,1,0,0,0,2911,7089,2037,4996,0,0,1,0,2911,7089,2037,4996,0,0,7089,2911,0.7089,err,0.0
0.5,0,0.0014421036539897702,0.9999979203370511,1,0,10000,2912,7088,2037,4996,6,0,7088,2906,6,0,6,0,2906,7094,2031,5002,0,0,6,0,2906,7094,2031,5002,0,0,7094,2906,0.7094,err,0.0
0.5,0,1.0,0.0,1,0,10000,2912,7088,2037,4996,2912,7088,0,0,2912,7088,2037,4996,0,10000,0,7033,0,10000,0,0,0,10000,0,7033,0,10000,0,0,0.0,0.0,err
0.5,0,0.0005899646171120535,0.9999996519417506,1,0,10000,2912,7088,2037,4996,3,0,7088,2909,3,0,2,0,2909,7091,2035,4998,0,0,3,0,2909,7091,2035,4998,0,0,7091,2909,0.7091,err,0.0
0.5,0,0.000947524606678886,0.9999991021971197,1,0,10000,2912,7088,2037,4996,0,0,7088,2912,0,0,0,0,2912,7088,2037,4996,0,0,0,0,2912,7088,2037,4996,0,0,7088,2912,0.7088,err,0.0
0.5,0,0.08485543835516836,0.9927995545815522,1,0,10000,2912,7088,2037,4996,247,57,7031,2665,247,57,164,38,2665,7335,1873,5160,0,3,301,0,2665,7335,1873,5160,0,3,7332,2665,0.7332,0.0,0.0
0.5,0,0.0026350501335608597,0.9999930565107936,1,0,10000,2912,7088,2037,4996,9,0,7088,2903,9,0,9,0,2903,7097,2028,5005,0,0,9,0,2903,7097,2028,5005,0,0,7097,2903,0.7097,err,0.0
0.5,0,0.004838437015229232,0.9999765895272497,1,0,10000,2912,7088,2037,4996,20,1,7087,2892,20,1,14,1,2892,7108,2023,5010,0,0,21,0,2892,7108,2023,5010,0,0,7108,2892,0.7108,err,0.0
0.5,0,0.0008594998223095826,0.9999992612600554,1,0,10000,2912,7088,2037,4996,4,0,7088,2908,4,0,3,0,2908,7092,2034,4999,0,0,4,0,2908,7092,2034,4999,0,0,7092,2908,0.7092,err,0.0
0.5,0,0.002034707432318381,0.9999958599656649,1,0,10000,2912,7088,2037,4996,4,0,7088,2908,4,0,3,0,2908,7092,2034,4999,0,0,4,0,2908,7092,2034,4999,0,0,7092,2908,0.7092,err,0.0
0.5,0,0.003358735199428761,0.9999887188978601,1,0,10000,2912,7088,2037,4996,10,0,7088,2902,10,0,6,0,2902,7098,2031,5002,0,0,10,0,2902,7098,2031,5002,0,0,7098,2902,0.7098,err,0.0
0.5,0,0.00046708500179539874,0.9999997818316011,1,0,10000,2912,7088,2037,4996,1,0,7088,2911,1,0,0,0,2911,7089,2037,4996,0,0,1,0,2911,7089,2037,4996,0,0,7089,2911,0.7089,err,0.0
0.5,0,0.0011240852166268156,0.9999987364324258,1,0,10000,2912,7088,2037,4996,7,0,7088,2905,7,0,3,0,2905,7095,2034,4999,0,0,7,0,2905,7095,2034,4999,0,0,7095,2905,0.7095,err,0.0
0.5,0,0.00042977535221066344,0.9999998152931466,1,0,10000,2912,7088,2037,4996,0,0,7088,2912,0,0,0,0,2912,7088,2037,4996,0,0,0,0,2912,7088,2037,4996,0,0,7088,2912,0.7088,err,0.0
0.5,0,0.0012730374286137407,0.9999983793757053,1,0,10000,2912,7088,2037,4996,4,0,7088,2908,4,0,3,0,2908,7092,2034,4999,0,0,4,0,2908,7092,2034,4999,0,0,7092,2908,0.7092,err,0.0
0.5,0,0.009091765242616357,0.9999173398047732,1,0,10000,2912,7088,2037,4996,35,0,7088,2877,35,0,21,0,2877,7123,2016,5017,0,0,35,0,2877,7123,2016,5017,0,0,7123,2877,0.7123,err,0.0
0.5,0,0.0015005438620158042,0.9999977483681182,1,0,10000,2912,7088,2037,4996,6,0,7088,2906,6,0,5,0,2906,7094,2032,5001,0,0,6,0,2906,7094,2032,5001,0,0,7094,2906,0.7094,err,0.0
0.5,0,0.0011724284874096093,0.9999986254114419,1,0,10000,2912,7088,2037,4996,5,0,7088,2907,5,0,3,0,2907,7093,2034,4999,0,0,5,0,2907,7093,2034,4999,0,0,7093,2907,0.7093,err,0.0
